	=subtotal(109,B3:B3)										Total	Unique	Corrected	
34.0	1	REV_P28481	reversed	2.0	1487	141972	REVERSED.	2	2	1.000	2	2	2.000	 
35.0	1	REV_P32261	reversed	6.0	465	52003	REVERSED.	2	2	1.000	2	2	2.000	 
36.0	1	REV_P33175	reversed	2.1	1027	117017	REVERSED.	2	2	1.000	2	2	2.000	 
37.0	1	REV_P62264	reversed	20.5	151	16273	REVERSED.	2	2	1.000	2	2	2.000	 
38.0	1	REV_P84091	reversed	3.7	435	49654	REVERSED.	3	2	0.667	3	2	2.062	REV_P84091, sp|Q7TNV0|DEK_MOUSE
39.0	1	REV_Q2QI47	reversed	0.8	5193	569654	REVERSED.	3	3	1.000	3	3	3.000	 
40.0	1	REV_Q2VPD4	reversed	2.9	579	64398	REVERSED.	2	2	1.000	2	2	2.000	 
41.0	1	REV_Q3UV55	reversed	2.4	615	66801	REVERSED.	2	2	1.000	2	2	2.000	 
42.0	1	REV_Q5DTN8	reversed	2.8	844	98714	REVERSED.	2	2	1.000	2	2	2.000	 
43.0	1	REV_Q5QNQ6	reversed	2.2	908	101352	REVERSED.	2	2	1.000	2	2	2.000	 
44.0	1	REV_Q5SUF7	reversed	1.2	2381	262830	REVERSED.	2	2	1.000	2	2	2.000	 
45.0	1	REV_Q5XJV6	reversed	2.5	1424	150889	REVERSED.	2	2	1.000	2	2	2.000	 
46.0	1	REV_Q6P5H2	reversed	1.3	1864	207122	REVERSED.	2	2	1.000	2	2	2.000	 
47.0	1	REV_Q6ZWQ0	reversed	0.6	6874	782716	REVERSED.	3	3	1.000	3	3	3.000	 
48.0	1	REV_Q6ZWR6	reversed	0.4	8799	1009914	REVERSED.	3	3	1.000	3	3	3.000	 
49.0	1	REV_Q8BL66	reversed	1.8	1411	160913	REVERSED.	2	2	1.000	2	2	2.000	 
50.0	1	REV_Q8BW72	reversed	1.5	1064	120333	REVERSED.	2	2	1.000	2	2	2.000	 
51.0	1	REV_Q8CCJ3	reversed	3.2	793	89519	REVERSED.	2	2	1.000	2	2	2.000	 
52.0	1	REV_Q8K214	reversed	4.0	706	78668	REVERSED.	2	2	1.000	2	2	2.000	 
53.0	1	REV_Q8K4E0	reversed	0.6	3251	360211	REVERSED.	2	2	1.000	2	2	2.000	 
54.0	1	REV_Q8R0S2	reversed	2.4	961	108014	REVERSED.	2	2	1.000	2	2	2.000	 
55.0	1	REV_Q8R1A4	reversed	1.2	2130	241436	REVERSED.	2	2	1.000	2	2	2.000	 
56.0	1	REV_Q8R4H2	reversed	1.2	1543	172347	REVERSED.	4	4	1.000	4	4	4.000	 
57.0	1	REV_Q8R554	reversed	2.5	926	100796	REVERSED.	2	2	1.000	2	2	2.000	 
58.0	1	REV_Q91XQ0	reversed	0.5	4731	541232	REVERSED.	2	2	1.000	2	2	2.000	 
59.0	1	REV_Q9CS84	reversed	1.8	1514	166167	REVERSED.	3	3	1.000	3	3	3.000	 
60.0	1	REV_Q9QY33	reversed	10.3	253	28048	REVERSED.	3	3	1.000	3	3	3.000	 
61.0	1	sp|A0A0B4J1G0|FCGR4_MOUSE	 	13.7	249	28398	Low affinity immunoglobulin gamma Fc region receptor IV OS=Mus musculus OX=10090 GN=Fcgr4 PE=1 SV=1	3	3	1.000	3	3	3.000	 
62.0	1	sp|A1L314|MPEG1_MOUSE	 	25.4	713	78390	Macrophage-expressed gene 1 protein OS=Mus musculus OX=10090 GN=Mpeg1 PE=1 SV=1	34	34	1.000	34	34	34.000	 
63.0	1	sp|A2A432|CUL4B_MOUSE	 	15.2	970	110698	Cullin-4B OS=Mus musculus OX=10090 GN=Cul4b PE=1 SV=1	14	9	0.643	14	9	11.812	sp|A2A432|CUL4B_MOUSE, sp|Q3TCH7|CUL4A_MOUSE
64.0	1	sp|A2A4P0|DHX8_MOUSE	 	4.1	1244	142570	ATP-dependent RNA helicase DHX8 OS=Mus musculus OX=10090 GN=Dhx8 PE=2 SV=1	5	3	0.600	5	3	3.082	sp|A2A4P0|DHX8_MOUSE, sp|O35286|DHX15_MOUSE, tr|G3X8X0|G3X8X0_MOUSE
65.0	1	sp|A2A5R2|BIG2_MOUSE	 	15.3	1792	202237	Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus OX=10090 GN=Arfgef2 PE=1 SV=1	26	16	0.615	26	16	21.000	sp|A2A5R2|BIG2_MOUSE, sp|G3X9K3|BIG1_MOUSE
66.0	1	sp|A2A6A1|GPTC8_MOUSE	 	2.2	1505	164985	G patch domain-containing protein 8 OS=Mus musculus OX=10090 GN=Gpatch8 PE=1 SV=1	5	5	1.000	5	5	5.000	 
67.0	1	sp|A2A6Q5|CDC27_MOUSE	 	5.1	825	91841	Cell division cycle protein 27 homolog OS=Mus musculus OX=10090 GN=Cdc27 PE=1 SV=1	4	4	1.000	4	4	4.000	 
68.0	1	sp|A2A791|ZMYM4_MOUSE	 	1.4	1549	172436	Zinc finger MYM-type protein 4 OS=Mus musculus OX=10090 GN=Zmym4 PE=1 SV=1	2	2	1.000	2	2	2.000	 
69.0	1	sp|A2A8U2|TM201_MOUSE	 	4.1	664	72499	Transmembrane protein 201 OS=Mus musculus OX=10090 GN=Tmem201 PE=1 SV=1	2	2	1.000	2	2	2.000	 
70.0	1	sp|A2A8Z1|OSBL9_MOUSE	 	11.4	736	83108	Oxysterol-binding protein-related protein 9 OS=Mus musculus OX=10090 GN=Osbpl9 PE=1 SV=1	7	7	1.000	7	7	7.000	 
71.0	1	sp|A2AAY5|SPD2B_MOUSE	 	9.3	908	101516	SH3 and PX domain-containing protein 2B OS=Mus musculus OX=10090 GN=Sh3pxd2b PE=1 SV=1	10	10	1.000	10	10	10.000	 
72.0	1	sp|A2AB59|RHG27_MOUSE	 	4.6	869	97047	Rho GTPase-activating protein 27 OS=Mus musculus OX=10090 GN=Arhgap27 PE=1 SV=1	4	4	1.000	4	4	4.000	 
73.0	1	sp|A2ABU4|MYOM3_MOUSE	 	1.5	1439	161776	Myomesin-3 OS=Mus musculus OX=10090 GN=Myom3 PE=1 SV=1	2	1	0.500	2	1	1.067	sp|A2ABU4|MYOM3_MOUSE, sp|Q3UIA2|RHG17_MOUSE
74.0	1	sp|A2ABV5|MED14_MOUSE	 	4.0	1459	160964	Mediator of RNA polymerase II transcription subunit 14 OS=Mus musculus OX=10090 GN=Med14 PE=1 SV=1	5	5	1.000	5	5	5.000	 
75.0	1	sp|A2ADY9|DDI2_MOUSE	 	29.8	399	44590	Protein DDI1 homolog 2 OS=Mus musculus OX=10090 GN=Ddi2 PE=1 SV=1	13	13	1.000	13	13	13.000	 
76.0	1	sp|A2AF47|DOC11_MOUSE	 	13.6	2073	237769	Dedicator of cytokinesis protein 11 OS=Mus musculus OX=10090 GN=Dock11 PE=1 SV=1	28	26	0.929	28	26	26.881	sp|A2AF47|DOC11_MOUSE, sp|Q8BZN6|DOC10_MOUSE
77.0	1	sp|A2AG58|BCLA3_MOUSE	 	2.8	752	90110	BCLAF1 and THRAP3 family member 3 OS=Mus musculus OX=10090 GN=Bclaf3 PE=1 SV=1	2	2	1.000	2	2	2.000	 
78.0	1	sp|A2AGH6|MED12_MOUSE	 	3.6	2190	244558	Mediator of RNA polymerase II transcription subunit 12 OS=Mus musculus OX=10090 GN=Med12 PE=1 SV=1	6	6	1.000	6	6	6.000	 
79.0	1	sp|A2AGT5|CKAP5_MOUSE	 	14.6	2032	225632	Cytoskeleton-associated protein 5 OS=Mus musculus OX=10090 GN=Ckap5 PE=1 SV=1	31	31	1.000	31	31	31.000	 
80.0	1	sp|A2AIG8|1A1L1_MOUSE	 	4.4	502	56878	1-aminocyclopropane-1-carboxylate synthase-like protein 1 OS=Mus musculus OX=10090 GN=Accs PE=2 SV=1	2	2	1.000	2	2	2.000	 
81.0	1	sp|A2AIV2|VIR_MOUSE	 	6.6	1811	201437	Protein virilizer homolog OS=Mus musculus OX=10090 GN=Virma PE=1 SV=1	8	8	1.000	8	8	8.000	 
82.0	1	sp|A2AIV8|CARD9_MOUSE	 	18.3	536	62461	Caspase recruitment domain-containing protein 9 OS=Mus musculus OX=10090 GN=Card9 PE=1 SV=1	11	11	1.000	11	11	11.000	 
83.0	1	sp|A2AJ15|MA1B1_MOUSE	 	11.9	658	75149	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Mus musculus OX=10090 GN=Man1b1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
84.0	1	sp|A2AJ88|PLPL7_MOUSE	 	8.5	1352	150493	Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Pnpla7 PE=1 SV=1	8	8	1.000	8	8	8.000	 
85.0	1	sp|A2AJI0|MA7D1_MOUSE	 	7.1	846	93275	MAP7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Map7d1 PE=1 SV=1	5	5	1.000	5	5	5.000	 
86.0	1	sp|A2AJK6|CHD7_MOUSE	 	1.4	2986	334057	Chromodomain-helicase-DNA-binding protein 7 OS=Mus musculus OX=10090 GN=Chd7 PE=1 SV=1	5	1	0.200	5	1	1.338	sp|A2AJK6|CHD7_MOUSE, sp|E9PZM4|CHD2_MOUSE, sp|P40201|CHD1_MOUSE, sp|Q09XV5|CHD8_MOUSE, sp|Q8BYH8|CHD9_MOUSE
87.0	1	sp|A2AL36|CNTRL_MOUSE	 	3.4	2334	268876	Centriolin OS=Mus musculus OX=10090 GN=Cntrl PE=1 SV=2	6	6	1.000	6	6	6.000	 
88.0	1	sp|A2ALW5|DJC25_MOUSE	 	6.7	357	41937	DnaJ homolog subfamily C member 25 OS=Mus musculus OX=10090 GN=Dnajc25 PE=1 SV=1	2	1	0.500	2	1	1.333	sp|A2ALW5|DJC25_MOUSE, tr|G3UZK1|G3UZK1_MOUSE
89.0	1	sp|A2AN08|UBR4_MOUSE	 	11.0	5180	572283	E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4 PE=1 SV=1	51	51	1.000	51	51	51.000	 
90.0	1	sp|A2APB8|TPX2_MOUSE	 	4.4	745	85893	Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1	4	4	1.000	4	4	4.000	 
91.0	1	sp|A2APV2|FMNL2_MOUSE	 	13.4	1086	123100	Formin-like protein 2 OS=Mus musculus OX=10090 GN=Fmnl2 PE=1 SV=2	20	8	0.400	20	8	13.668	sp|A2APV2|FMNL2_MOUSE, sp|Q6ZPF4|FMNL3_MOUSE, sp|Q9JL26|FMNL1_MOUSE
92.0	1	sp|A2AQ07|TBB1_MOUSE	 	16.0	451	50440	Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1	27	2	0.074	27	2	3.020	sp|A2AQ07|TBB1_MOUSE, sp|P68372|TBB4B_MOUSE, sp|P99024|TBB5_MOUSE, sp|Q7TMM9|TBB2A_MOUSE, sp|Q922F4|TBB6_MOUSE, sp|Q9CWF2|TBB2B_MOUSE, sp|Q9D6F9|TBB4A_MOUSE, sp|Q9ERD7|TBB3_MOUSE
93.0	1	sp|A2AQ19|RTF1_MOUSE	 	13.4	715	80796	RNA polymerase-associated protein RTF1 homolog OS=Mus musculus OX=10090 GN=Rtf1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
94.0	1	sp|A2AR02|PPIG_MOUSE	 	10.6	752	88324	Peptidyl-prolyl cis-trans isomerase G OS=Mus musculus OX=10090 GN=Ppig PE=1 SV=1	12	12	1.000	12	12	12.000	 
95.0	1	sp|A2ASS6|TITIN_MOUSE	 	5.2	35213	3906440	Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1	148	148	1.000	148	148	148.000	 
96.0	1	sp|A2AVZ9|S43A3_MOUSE	 	5.0	502	56033	Solute carrier family 43 member 3 OS=Mus musculus OX=10090 GN=Slc43a3 PE=1 SV=1	2	2	1.000	2	2	2.000	 
97.0	1	sp|A2AWA9|RBGP1_MOUSE	 	4.3	1064	120796	Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
98.0	1	sp|A2AWL7|MGAP_MOUSE	 	1.9	3003	328798	MAX gene-associated protein OS=Mus musculus OX=10090 GN=Mga PE=2 SV=1	3	3	1.000	3	3	3.000	 
99.0	1	sp|A2BDX3|MOCS3_MOUSE	 	28.5	460	49374	Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1	11	11	1.000	11	11	11.000	 
100.0	1	sp|A2BE28|LAS1L_MOUSE	 	16.1	776	89413	Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l PE=1 SV=1	11	11	1.000	11	11	11.000	 
101.0	1	sp|A2BH40|ARI1A_MOUSE	 	10.8	2283	242089	AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1	28	20	0.714	28	20	21.619	sp|A2BH40|ARI1A_MOUSE, sp|E9Q4N7|ARI1B_MOUSE, sp|P10107|ANXA1_MOUSE
102.0	1	sp|A2RSJ4|UH1BL_MOUSE	 	5.5	1457	161938	UHRF1-binding protein 1-like OS=Mus musculus OX=10090 GN=Uhrf1bp1l PE=1 SV=2	11	11	1.000	11	11	11.000	 
103.0	1	sp|A2RSY6|TRM1L_MOUSE	 	2.6	728	80860	TRMT1-like protein OS=Mus musculus OX=10090 GN=Trmt1l PE=1 SV=1	2	2	1.000	2	2	2.000	 
104.0	1	sp|A2RT60|HTRA4_MOUSE	 	5.6	483	51987	Serine protease HTRA4 OS=Mus musculus OX=10090 GN=Htra4 PE=2 SV=1	3	2	0.667	3	2	2.222	sp|A2RT60|HTRA4_MOUSE, sp|Q9JIY5|HTRA2_MOUSE
105.0	1	sp|A2RT67|DEND3_MOUSE	 	5.6	1274	143887	DENN domain-containing protein 3 OS=Mus musculus OX=10090 GN=Dennd3 PE=1 SV=2	5	5	1.000	5	5	5.000	 
106.0	1	sp|A2RTL5|RSRC2_MOUSE	 	7.4	376	43876	Arginine/serine-rich coiled-coil protein 2 OS=Mus musculus OX=10090 GN=Rsrc2 PE=2 SV=1	2	2	1.000	2	2	2.000	 
107.0	1	sp|A3KGB4|TBC8B_MOUSE	 	3.8	1114	127891	TBC1 domain family member 8B OS=Mus musculus OX=10090 GN=Tbc1d8b PE=1 SV=1	4	3	0.750	4	3	3.176	sp|A3KGB4|TBC8B_MOUSE, sp|O08585|CLCA_MOUSE
108.0	1	sp|A3KGF7|PLCB2_MOUSE	 	18.0	1181	134545	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 OS=Mus musculus OX=10090 GN=Plcb2 PE=1 SV=1	21	21	1.000	21	21	21.000	 
109.0	1	sp|A3KGV1|ODFP2_MOUSE	 	5.8	830	95540	Outer dense fiber protein 2 OS=Mus musculus OX=10090 GN=Odf2 PE=1 SV=1	3	3	1.000	3	3	3.000	 
110.0	1	sp|A3KMP2|TTC38_MOUSE	 	9.2	465	52223	Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38 PE=1 SV=2	4	4	1.000	4	4	4.000	 
111.0	1	sp|A6H584|CO6A5_MOUSE	 	1.4	2640	289571	Collagen alpha-5(VI) chain OS=Mus musculus OX=10090 GN=Col6a5 PE=1 SV=4	3	3	1.000	3	3	3.000	 
112.0	1	sp|A6H5Y3|METH_MOUSE	 	3.0	1253	139067	Methionine synthase OS=Mus musculus OX=10090 GN=Mtr PE=1 SV=1	3	3	1.000	3	3	3.000	 
113.0	1	sp|A6H611|MIPEP_MOUSE	 	4.1	711	80851	Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1	3	3	1.000	3	3	3.000	 
114.0	1	sp|A6H619|PHRF1_MOUSE	 	2.4	1682	184078	PHD and RING finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phrf1 PE=1 SV=2	4	4	1.000	4	4	4.000	 
115.0	1	sp|A6H630|ARMT1_MOUSE	 	24.1	439	50548	Protein-glutamate O-methyltransferase OS=Mus musculus OX=10090 GN=Armt1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
116.0	1	sp|A6H6A9|RBG1L_MOUSE	 	3.8	815	92403	Rab GTPase-activating protein 1-like OS=Mus musculus OX=10090 GN=Rabgap1l PE=1 SV=1	3	3	1.000	3	3	3.000	 
117.0	1	sp|A6H8H2|DEN4C_MOUSE	 	7.6	1906	211456	DENN domain-containing protein 4C OS=Mus musculus OX=10090 GN=Dennd4c PE=1 SV=1	12	12	1.000	12	12	12.000	 
118.0	1	sp|A6X919|D19L1_MOUSE	 	5.9	746	84186	Probable C-mannosyltransferase DPY19L1 OS=Mus musculus OX=10090 GN=Dpy19l1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
119.0	1	sp|A6X935|ITIH4_MOUSE	 	1.7	942	104658	Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4 PE=1 SV=2	2	2	1.000	2	2	2.000	 
120.0	1	sp|A8C756|THADA_MOUSE	 	2.2	1938	217287	Thyroid adenoma-associated protein homolog OS=Mus musculus OX=10090 GN=Thada PE=1 SV=1	4	4	1.000	4	4	4.000	 
121.0	1	sp|A8Y5H7|S14L1_MOUSE	 	6.6	715	81215	SEC14-like protein 1 OS=Mus musculus OX=10090 GN=Sec14l1 PE=1 SV=1	5	5	1.000	5	5	5.000	 
122.0	1	sp|B1ARD6|SLFN9_MOUSE	 	15.5	910	103991	Schlafen family member 9 OS=Mus musculus OX=10090 GN=Slfn9 PE=2 SV=1	17	17	1.000	17	17	17.000	 
123.0	1	sp|B1AVH7|TBD2A_MOUSE	 	15.1	922	104258	TBC1 domain family member 2A OS=Mus musculus OX=10090 GN=Tbc1d2 PE=2 SV=1	16	16	1.000	16	16	16.000	 
124.0	1	sp|B1AVY7|KI16B_MOUSE	 	1.5	1312	150056	Kinesin-like protein KIF16B OS=Mus musculus OX=10090 GN=Kif16b PE=1 SV=1	2	1	0.500	2	1	1.043	sp|B1AVY7|KI16B_MOUSE, sp|P28741|KIF3A_MOUSE, sp|P33174|KIF4_MOUSE
125.0	1	sp|B1AXH1|NHSL2_MOUSE	 	3.7	854	91872	NHS-like protein 2 OS=Mus musculus OX=10090 GN=Nhsl2 PE=1 SV=1	3	3	1.000	3	3	3.000	 
126.0	1	sp|B1AY10|NFX1_MOUSE	 	5.1	1114	123810	Transcriptional repressor NF-X1 OS=Mus musculus OX=10090 GN=Nfx1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
127.0	1	sp|B1AY13|UBP24_MOUSE	 	10.4	2617	293998	Ubiquitin carboxyl-terminal hydrolase 24 OS=Mus musculus OX=10090 GN=Usp24 PE=1 SV=1	24	24	1.000	24	24	24.000	 
128.0	1	sp|B1AZI6|THOC2_MOUSE	 	11.9	1594	182771	THO complex subunit 2 OS=Mus musculus OX=10090 GN=Thoc2 PE=1 SV=1	18	18	1.000	18	18	18.000	 
129.0	1	sp|B1AZP2|DLGP4_MOUSE	 	4.0	992	108036	Disks large-associated protein 4 OS=Mus musculus OX=10090 GN=Dlgap4 PE=1 SV=1	4	4	1.000	4	4	4.000	 
130.0	1	sp|B2RQC6|PYR1_MOUSE	 	28.0	2225	243236	CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1	83	83	1.000	83	83	83.000	 
131.0	1	sp|B2RR83|YTDC2_MOUSE	 	2.4	1445	161090	3'-5' RNA helicase YTHDC2 OS=Mus musculus OX=10090 GN=Ythdc2 PE=1 SV=1	3	3	1.000	3	3	3.000	 
132.0	1	sp|B2RRE7|OTUD4_MOUSE	 	7.0	1107	123054	OTU domain-containing protein 4 OS=Mus musculus OX=10090 GN=Otud4 PE=1 SV=1	9	9	1.000	9	9	9.000	 
133.0	1	sp|B2RUP2|UN13D_MOUSE	 	15.3	1085	123118	Protein unc-13 homolog D OS=Mus musculus OX=10090 GN=Unc13d PE=1 SV=2	15	15	1.000	15	15	15.000	 
134.0	1	sp|B2RWS6|EP300_MOUSE	 	4.4	2412	263303	Histone acetyltransferase p300 OS=Mus musculus OX=10090 GN=Ep300 PE=1 SV=2	12	7	0.583	12	7	10.182	sp|B2RWS6|EP300_MOUSE, sp|P45481|CBP_MOUSE
135.0	1	sp|B2RX12|MRP3_MOUSE	 	1.4	1523	169122	Canalicular multispecific organic anion transporter 2 OS=Mus musculus OX=10090 GN=Abcc3 PE=1 SV=1	2	0	0.000	2	0	0.000	sp|B2RX12|MRP3_MOUSE, sp|O35379|MRP1_MOUSE, sp|Q921J2|RHEB_MOUSE
136.0	1	sp|B2RX14|TUT4_MOUSE	 	1.4	1644	184648	Terminal uridylyltransferase 4 OS=Mus musculus OX=10090 GN=Tut4 PE=1 SV=2	2	1	0.500	2	1	1.067	sp|B2RX14|TUT4_MOUSE, sp|Q5BLK4|TUT7_MOUSE
137.0	1	sp|B2RXC1|TPC11_MOUSE	 	6.4	1133	128395	Trafficking protein particle complex subunit 11 OS=Mus musculus OX=10090 GN=Trappc11 PE=1 SV=1	7	7	1.000	7	7	7.000	 
138.0	1	sp|B2RXR6|ANR44_MOUSE	 	23.5	993	107384	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B OS=Mus musculus OX=10090 GN=Ankrd44 PE=1 SV=1	23	23	1.000	23	23	23.000	 
139.0	1	sp|B2RXS4|PLXB2_MOUSE	 	5.7	1842	206228	Plexin-B2 OS=Mus musculus OX=10090 GN=Plxnb2 PE=1 SV=1	10	8	0.800	10	8	8.941	sp|B2RXS4|PLXB2_MOUSE, sp|Q3UH93|PLXD1_MOUSE, sp|Q9QZC2|PLXC1_MOUSE
140.0	1	sp|B2RY04|DOCK5_MOUSE	 	5.2	1868	214427	Dedicator of cytokinesis protein 5 OS=Mus musculus OX=10090 GN=Dock5 PE=1 SV=2	10	9	0.900	10	9	9.750	sp|B2RY04|DOCK5_MOUSE, sp|Q8BUR4|DOCK1_MOUSE
141.0	1	sp|B2RY56|RBM25_MOUSE	 	25.8	838	99551	RNA-binding protein 25 OS=Mus musculus OX=10090 GN=Rbm25 PE=1 SV=2	21	21	1.000	21	21	21.000	 
142.0	1	sp|B7ZMP1|XPP3_MOUSE	 	5.7	506	56677	Xaa-Pro aminopeptidase 3 OS=Mus musculus OX=10090 GN=Xpnpep3 PE=1 SV=1	3	3	1.000	3	3	3.000	 
143.0	1	sp|B8ZXI1|QTRT2_MOUSE	 	17.8	415	46288	Queuine tRNA-ribosyltransferase accessory subunit 2 OS=Mus musculus OX=10090 GN=Qtrt2 PE=1 SV=2	5	5	1.000	5	5	5.000	 
144.0	1	sp|B9EJ80|PDZD8_MOUSE	 	10.9	1147	127738	PDZ domain-containing protein 8 OS=Mus musculus OX=10090 GN=Pdzd8 PE=1 SV=1	10	10	1.000	10	10	10.000	 
145.0	1	sp|B9EJ86|OSBL8_MOUSE	 	27.7	889	101267	Oxysterol-binding protein-related protein 8 OS=Mus musculus OX=10090 GN=Osbpl8 PE=1 SV=1	31	31	1.000	31	31	31.000	 
146.0	1	sp|B9EJR8|DAAF5_MOUSE	 	7.0	853	93850	Dynein assembly factor 5, axonemal OS=Mus musculus OX=10090 GN=Dnaaf5 PE=1 SV=1	5	5	1.000	5	5	5.000	 
147.0	1	sp|B9EKI3|TMF1_MOUSE	 	2.1	1091	121801	TATA element modulatory factor OS=Mus musculus OX=10090 GN=Tmf1 PE=1 SV=2	2	2	1.000	2	2	2.000	 
148.0	1	sp|C0HKD8|MFA1A_MOUSE	 	16.2	439	51954	Microfibrillar-associated protein 1A OS=Mus musculus OX=10090 GN=Mfap1a PE=1 SV=1	8	6	0.750	8	6	6.400	sp|C0HKD8|MFA1A_MOUSE, sp|Q9WTK5|NFKB2_MOUSE
148.01	1	sp|C0HKD9|MFA1B_MOUSE	redundant	16.2	439	51954	Microfibrillar-associated protein 1B OS=Mus musculus OX=10090 GN=Mfap1b PE=1 SV=1	8	6	0.750	8	6	6.400	sp|C0HKD8|MFA1A_MOUSE, sp|Q9WTK5|NFKB2_MOUSE
149.0	1	sp|C0HKE1|H2A1B_MOUSE	 	35.4	130	14135	Histone H2A type 1-B OS=Mus musculus OX=10090 GN=Hist1h2ab PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.01	1	sp|C0HKE2|H2A1C_MOUSE	redundant	35.4	130	14135	Histone H2A type 1-C OS=Mus musculus OX=10090 GN=Hist1h2ac PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.02	1	sp|C0HKE3|H2A1D_MOUSE	redundant	35.4	130	14135	Histone H2A type 1-D OS=Mus musculus OX=10090 GN=Hist1h2ad PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.03	1	sp|C0HKE4|H2A1E_MOUSE	redundant	35.4	130	14135	Histone H2A type 1-E OS=Mus musculus OX=10090 GN=Hist1h2ae PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.04	1	sp|C0HKE5|H2A1G_MOUSE	redundant	35.4	130	14135	Histone H2A type 1-G OS=Mus musculus OX=10090 GN=Hist1h2ag PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.05	1	sp|C0HKE6|H2A1I_MOUSE	redundant	35.4	130	14135	Histone H2A type 1-I OS=Mus musculus OX=10090 GN=Hist1h2ai PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.06	1	sp|C0HKE7|H2A1N_MOUSE	redundant	35.4	130	14135	Histone H2A type 1-N OS=Mus musculus OX=10090 GN=Hist1h2an PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.07	1	sp|C0HKE8|H2A1O_MOUSE	redundant	35.4	130	14135	Histone H2A type 1-O OS=Mus musculus OX=10090 GN=Hist1h2ao PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.08	1	sp|C0HKE9|H2A1P_MOUSE	redundant	35.4	130	14135	Histone H2A type 1-P OS=Mus musculus OX=10090 GN=Hist1h2ap PE=1 SV=1	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
149.09	1	sp|Q8BFU2|H2A3_MOUSE	redundant	35.4	130	14121	Histone H2A type 3 OS=Mus musculus OX=10090 GN=Hist3h2a PE=1 SV=3	51	11	0.216	51	11	27.988	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64523|H2A2C_MOUSE
